"","file.number","day","hms","file.directory"
"1038"," photos","2023-07-28","00:48:24","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3623.jpg"
"1039"," photos","2023-07-28","00:48:30","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3624.jpg"
"1040"," photos","2023-07-28","00:48:34","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3625.jpg"
"1041"," photos","2023-07-28","00:49:10","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3626.jpg"
"1042"," photos","2023-07-28","00:50:16","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3627.jpg"
"1043"," photos","2023-07-28","00:50:38","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3628.jpg"
"1044"," photos","2023-07-28","00:50:42","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3629.jpg"
"1045"," photos","2023-07-28","00:50:48","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3630.jpg"
"1046"," photos","2023-07-28","00:50:52","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3631.jpg"
"1047"," photos","2023-07-28","00:52:36","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3632.jpg"
"1048"," photos","2023-07-28","00:52:42","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3633.jpg"
"1049"," photos","2023-07-28","00:52:52","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3634.jpg"
"1050"," photos","2023-07-28","00:52:58","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3635.jpg"
"1051"," photos","2023-07-28","00:53:04","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3636.jpg"
"1052"," photos","2023-07-28","00:53:12","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3637.jpg"
"1053"," photos","2023-07-28","00:53:22","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3638.jpg"
"1054"," photos","2023-07-28","00:55:00","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3639.jpg"
"1055"," photos","2023-07-28","00:55:20","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3640.jpg"
"1056"," photos","2023-07-28","00:55:34","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3641.jpg"
"1057"," photos","2023-07-28","00:55:48","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3642.jpg"
"1058"," photos","2023-07-28","00:55:58","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3643.jpg"
"1059"," photos","2023-07-28","00:57:04","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3644.jpg"
"1060"," photos","2023-07-28","00:57:08","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3645.jpg"
"1061"," photos","2023-07-28","00:57:28","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3646.jpg"
"1062"," photos","2023-07-28","00:57:40","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3647.jpg"
"1063"," photos","2023-07-28","00:58:02","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3648.jpg"
"1064"," photos","2023-07-28","00:58:10","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3649.jpg"
"1065"," photos","2023-07-28","00:58:44","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3650.jpg"
"1066"," photos","2023-07-28","00:58:48","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3651.jpg"
"1067"," photos","2023-07-28","00:58:54","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3652.jpg"
"1068"," photos","2023-07-28","00:59:10","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3653.jpg"
"1069"," photos","2023-07-28","00:59:34","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3654.jpg"
"1070"," photos","2023-07-28","01:15:32","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3655.jpg"
"1071"," photos","2023-07-28","01:15:40","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3656.jpg"
"1072"," photos","2023-07-28","01:15:46","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3657.jpg"
"1073"," photos","2023-07-28","01:16:06","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3658.jpg"
"1074"," photos","2023-07-28","01:16:18","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3659.jpg"
"1075"," photos","2023-07-28","01:16:58","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3660.jpg"
"1076"," photos","2023-07-28","01:17:06","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3661.jpg"
"1077"," photos","2023-07-28","01:17:26","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3662.jpg"
"1078"," photos","2023-07-28","01:17:46","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3663.jpg"
"1079"," photos","2023-07-28","01:18:08","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3664.jpg"
"1080"," photos","2023-07-28","01:19:10","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3665.jpg"
"1081"," photos","2023-07-28","01:19:36","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3666.jpg"
"1082"," photos","2023-07-28","01:20:00","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3667.jpg"
"1083"," photos","2023-07-28","01:20:32","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3668.jpg"
"1084"," photos","2023-07-28","01:20:44","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3669.jpg"
"1085"," photos","2023-07-28","01:21:06","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3670.jpg"
"1086"," photos","2023-07-28","01:21:32","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3671.jpg"
"1087"," photos","2023-07-28","01:21:58","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3672.jpg"
"1088"," photos","2023-07-28","01:22:20","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3673.jpg"
"1089"," photos","2023-07-28","01:22:46","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3674.jpg"
"1090"," photos","2023-07-28","01:22:52","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3675.jpg"
"1091"," photos","2023-07-28","01:23:06","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3676.jpg"
"1092"," photos","2023-07-28","01:23:10","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3677.jpg"
"1093"," photos","2023-07-28","01:23:16","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3678.jpg"
"1094"," photos","2023-07-28","01:23:20","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3679.jpg"
"1095"," photos","2023-07-28","01:23:26","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3680.jpg"
"1096"," photos","2023-07-28","01:25:06","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3681.jpg"
"1097"," photos","2023-07-28","01:25:12","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3682.jpg"
"1098"," photos","2023-07-28","01:25:22","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3683.jpg"
"1099"," photos","2023-07-28","01:25:30","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3684.jpg"
"1100"," photos","2023-07-28","01:25:56","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3685.jpg"
"1101"," photos","2023-07-28","01:26:10","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3686.jpg"
"1102"," photos","2023-07-28","01:26:18","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3687.jpg"
"1103"," photos","2023-07-28","01:26:24","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3688.jpg"
"1104"," photos","2023-07-28","01:27:28","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3689.jpg"
"1105"," photos","2023-07-28","01:27:32","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3690.jpg"
"1106"," photos","2023-07-28","01:28:46","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3691.jpg"
"1107"," photos","2023-07-28","01:29:00","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3692.jpg"
"1108"," photos","2023-07-28","01:29:04","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3693.jpg"
"1109"," photos","2023-07-28","01:29:40","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3694.jpg"
"1110"," photos","2023-07-28","01:29:44","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3695.jpg"
"1111"," photos","2023-07-28","01:30:16","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3696.jpg"
"1112"," photos","2023-07-28","01:32:00","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3697.jpg"
"1113"," photos","2023-07-28","01:32:08","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3698.jpg"
"1114"," photos","2023-07-28","01:32:14","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3699.jpg"
"1115"," photos","2023-07-28","01:32:18","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3700.jpg"
"1116"," photos","2023-07-28","01:32:28","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3701.jpg"
"1117"," photos","2023-07-28","01:33:02","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3702.jpg"
"1118"," photos","2023-07-28","01:33:20","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3703.jpg"
"1119"," photos","2023-07-28","01:33:24","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3704.jpg"
"1120"," photos","2023-07-28","01:34:44","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3705.jpg"
"1121"," photos","2023-07-28","01:34:48","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3706.jpg"
"1122"," photos","2023-07-28","01:34:52","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3707.jpg"
"1123"," photos","2023-07-28","01:35:02","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3708.jpg"
"1124"," photos","2023-07-28","01:35:12","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3709.jpg"
"1125"," photos","2023-07-28","01:35:32","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3710.jpg"
"1126"," photos","2023-07-28","01:36:06","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3711.jpg"
"1127"," photos","2023-07-28","01:36:10","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3712.jpg"
"1128"," photos","2023-07-28","01:36:16","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3713.jpg"
"1129"," photos","2023-07-28","01:36:20","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3714.jpg"
"1130"," photos","2023-07-28","01:36:44","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3715.jpg"
"1131"," photos","2023-07-28","01:36:56","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3716.jpg"
"1132"," photos","2023-07-28","01:37:42","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3717.jpg"
"1133"," photos","2023-07-28","01:38:42","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3718.jpg"
"1134"," photos","2023-07-28","01:38:56","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3719.jpg"
"1135"," photos","2023-07-28","01:40:48","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3720.jpg"
"1136"," photos","2023-07-28","01:40:52","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3721.jpg"
"1137"," photos","2023-07-28","01:41:06","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3722.jpg"
"1138"," photos","2023-07-28","01:41:12","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3723.jpg"
"1139"," photos","2023-07-28","01:42:48","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3724.jpg"
"1140"," photos","2023-07-28","01:43:20","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3725.jpg"
"1141"," photos","2023-07-28","01:44:00","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3726.jpg"
"1142"," photos","2023-07-28","01:44:44","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3727.jpg"
"1143"," photos","2023-07-28","01:45:20","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3728.jpg"
"1144"," photos","2023-07-28","01:45:58","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3729.jpg"
"1145"," photos","2023-07-28","01:46:38","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3730.jpg"
"1146"," photos","2023-07-28","01:46:56","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3731.jpg"
"1147"," photos","2023-07-28","01:47:00","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3732.jpg"
"1148"," photos","2023-07-28","01:47:54","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3733.jpg"
"1149"," photos","2023-07-28","01:48:00","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3734.jpg"
"1150"," photos","2023-07-28","01:48:46","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3735.jpg"
"1151"," photos","2023-07-28","01:48:52","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3736.jpg"
"1152"," photos","2023-07-28","01:50:18","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3737.jpg"
"1153"," photos","2023-07-28","01:51:02","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3738.jpg"
"1154"," photos","2023-07-28","01:51:10","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3739.jpg"
"1155"," photos","2023-07-28","01:51:16","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3740.jpg"
"1156"," photos","2023-07-28","01:52:14","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3741.jpg"
"1157"," photos","2023-07-28","01:52:58","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3742.jpg"
"1158"," photos","2023-07-28","01:54:56","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3743.jpg"
"1159"," photos","2023-07-28","01:55:38","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3744.jpg"
"1160"," photos","2023-07-28","01:55:44","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3745.jpg"
"1161"," photos","2023-07-28","01:56:00","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3746.jpg"
"1162"," photos","2023-07-28","01:56:14","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3747.jpg"
"1163"," photos","2023-07-28","01:57:08","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3748.jpg"
"1164"," photos","2023-07-28","01:57:12","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3749.jpg"
"1165"," photos","2023-07-28","01:57:48","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3750.jpg"
"1166"," photos","2023-07-28","01:58:10","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3751.jpg"
"1167"," photos","2023-07-28","01:58:14","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3752.jpg"
"1168"," photos","2023-07-28","01:58:22","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3753.jpg"
"1169"," photos","2023-07-28","01:58:26","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3754.jpg"
"1170"," photos","2023-07-28","01:59:00","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3755.jpg"
"1171"," photos","2023-07-28","01:59:12","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3756.jpg"
"1172"," photos","2023-07-28","01:59:18","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3757.jpg"
"1173"," photos","2023-07-28","01:59:22","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3758.jpg"
"1174"," photos","2023-07-28","01:59:56","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3759.jpg"
"1175"," photos","2023-07-28","02:00:02","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3760.jpg"
"1176"," photos","2023-07-28","02:00:12","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3761.jpg"
"1177"," photos","2023-07-28","02:01:32","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3762.jpg"
"1178"," photos","2023-07-28","02:09:06","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3763.jpg"
"1179"," photos","2023-07-28","02:09:10","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3764.jpg"
"1180"," photos","2023-07-29","00:39:58","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3765.jpg"
"1181"," photos","2023-07-29","00:40:08","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3766.jpg"
"1182"," photos","2023-07-29","00:40:16","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3767.jpg"
"1183"," photos","2023-07-29","00:40:28","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3768.jpg"
"1184"," photos","2023-07-29","00:40:44","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3769.jpg"
"1185"," photos","2023-07-29","00:40:58","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3770.jpg"
"1186"," photos","2023-07-29","00:41:12","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3771.jpg"
"1187"," photos","2023-07-29","00:41:16","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3772.jpg"
"1188"," photos","2023-07-29","00:41:20","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3773.jpg"
"1189"," photos","2023-07-29","00:41:26","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3774.jpg"
"1190"," photos","2023-07-29","00:41:30","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3775.jpg"
"1191"," photos","2023-07-29","00:41:52","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3776.jpg"
"1192"," photos","2023-07-29","00:42:08","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3777.jpg"
"1193"," photos","2023-07-29","00:42:44","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3778.jpg"
"1194"," photos","2023-07-29","00:42:46","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3779.jpg"
"1195"," photos","2023-07-29","00:42:52","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3780.jpg"
